TargetID	ProbeID	HSS 106.AVG_Signal	HSS 106.Detection Pval	HSS 107.AVG_Signal	HSS 107.Detection Pval	HSS 108.AVG_Signal	HSS 108.Detection Pval	HSS 109.AVG_Signal	HSS 109.Detection Pval	HSS 110.AVG_Signal	HSS 110.Detection Pval	HSS 111.AVG_Signal	HSS 111.Detection Pval	HSS 112.AVG_Signal	HSS 112.Detection Pval	HSS 113.AVG_Signal	HSS 113.Detection Pval	HSS 114.AVG_Signal	HSS 114.Detection Pval	HSS 115.AVG_Signal	HSS 115.Detection Pval	HSS 116.AVG_Signal	HSS 116.Detection Pval	HSS 117.AVG_Signal	HSS 117.Detection Pval	HSS 118.AVG_Signal	HSS 118.Detection Pval	HSS 119.AVG_Signal	HSS 119.Detection Pval	HSS 120.AVG_Signal	HSS 120.Detection Pval	HSS 121.AVG_Signal	HSS 121.Detection Pval	HSS 122.AVG_Signal	HSS 122.Detection Pval	HSS 123.AVG_Signal	HSS 123.Detection Pval	HSS 125.AVG_Signal	HSS 125.Detection Pval	HSS 126.AVG_Signal	HSS 126.Detection Pval	HSS 127.AVG_Signal	HSS 127.Detection Pval	HSS 128.AVG_Signal	HSS 128.Detection Pval	HSS 129.AVG_Signal	HSS 129.Detection Pval	HSS 131.AVG_Signal	HSS 131.Detection Pval	HSS 132.AVG_Signal	HSS 132.Detection Pval	HSS 133.AVG_Signal	HSS 133.Detection Pval	HSS 134.AVG_Signal	HSS 134.Detection Pval	HSS 135.AVG_Signal	HSS 135.Detection Pval	HSS 136.AVG_Signal	HSS 136.Detection Pval	HSS 137.AVG_Signal	HSS 137.Detection Pval	HSS 138.AVG_Signal	HSS 138.Detection Pval	HSS 139.AVG_Signal	HSS 139.Detection Pval	HSS 140.AVG_Signal	HSS 140.Detection Pval	HSS 141.AVG_Signal	HSS 141.Detection Pval	HSS 142.AVG_Signal	HSS 142.Detection Pval	HSS 143.AVG_Signal	HSS 143.Detection Pval	HSS 144.AVG_Signal	HSS 144.Detection Pval	HSS 145.AVG_Signal	HSS 145.Detection Pval	HSS 146.AVG_Signal	HSS 146.Detection Pval	HSS 147.AVG_Signal	HSS 147.Detection Pval	HSS 148.AVG_Signal	HSS 148.Detection Pval	HSS 149.AVG_Signal	HSS 149.Detection Pval	HSS 150.AVG_Signal	HSS 150.Detection Pval	HSS 151.AVG_Signal	HSS 151.Detection Pval	HSS 152.AVG_Signal	HSS 152.Detection Pval	HSS 153.AVG_Signal	HSS 153.Detection Pval	HSS 154.AVG_Signal	HSS 154.Detection Pval	HSS 155.AVG_Signal	HSS 155.Detection Pval
NEGATIVE	6590639	101.7097	0.1779221	93.74675	0.7363636	122.1636	0.2909091	138.0605	0.3545454	110.6101	0.635065	126.6426	0.4688312	114.2568	0.2168831	120.8983	0.3935065	139.3982	0.03766234	110.9578	0.6246753	120.6164	0.6493506	99.58707	0.3207792	129.1889	0.6818182	123.2939	0.7922078	132.3338	0.5792208	159.9831	0.007792208	137.943	0.3285714	128.1104	0.4688312	133.6555	0.4506494	110.0845	0.7766234	134.003	0.3545454	136.1035	0.2857143	139.6923	0.2701299	105.0358	0.5779221	123.6762	0.587013	118.0642	0.4922078	115.9514	0.2701299	117.2354	0.5194805	116.4354	0.4454545	125.7787	0.1220779	104.4399	0.6857143	123.4675	0.2909091	113.8529	0.2727273	111.0073	0.3558442	113.0183	0.6675324	130.6766	0.1350649	118.0313	0.005194805	127.8879	0.138961	99.42825	0.1584416	118.446	0.3350649	104.374	0.3961039	90.91267	0.812987	113.8035	0.3896104	109.2979	0.2597403	106.2642	0.7480519	110.0831	0.5376623	118.1067	0.0987013	95.85648	0.5428572
NEGATIVE	6620025	90.2228	0.5935065	127.1372	0.02467532	125.1874	0.2324675	152.9819	0.1103896	111.9858	0.6012987	132.6599	0.3181818	111.1972	0.2948052	118.0444	0.4818182	113.3708	0.5350649	140.2823	0.05974026	128.3571	0.4818182	98.46449	0.3688312	138.0418	0.4649351	147.5856	0.2649351	147.816	0.1974026	132.127	0.2103896	132.6145	0.4805195	126.2266	0.5155844	154.9578	0.06233766	134.6986	0.1779221	133.2794	0.3727273	132.1917	0.3974026	122.7616	0.6571429	113.5323	0.2662338	136.0577	0.2766234	130.7318	0.151948	110.9168	0.412987	106.7422	0.7961039	116.606	0.4363636	101.965	0.761039	110.5367	0.5142857	128.8865	0.1532468	104.0844	0.6337662	110.3906	0.3766234	131.3755	0.1909091	118.2626	0.4155844	87.77354	0.5402597	105.5421	0.7571428	90.09843	0.4844156	108.9253	0.6571429	101.4371	0.5233766	98.55196	0.5363637	120.7335	0.2077922	106.4015	0.361039	111.2177	0.5948052	100.9559	0.812987	111.715	0.2415584	102.9367	0.2584416
NEGATIVE	6620070	96.38428	0.338961	109.795	0.2285714	129.1697	0.1623377	162.2177	0.04415584	142.6489	0.05194805	130.117	0.3974026	116.3946	0.1701299	132.8537	0.1480519	121.3628	0.287013	124.886	0.2584416	148.4869	0.09350649	102.4416	0.2324675	137.3226	0.4844156	171.3921	0.02987013	152.0074	0.1428571	123.2233	0.4324675	135.0377	0.4090909	148.7358	0.05974026	151.9986	0.08571429	126.9148	0.3532467	143.1388	0.1584416	131.0965	0.4207792	139.2922	0.2753247	118.8113	0.151948	137.0201	0.2545455	126.9133	0.2337662	140.3396	0.006493506	135.728	0.1025974	141.3918	0.02467532	120.7332	0.2194805	118.5304	0.2545455	138.1938	0.04805195	114.0909	0.2662338	132.3309	0.01688312	149.307	0.01818182	133.0717	0.09740259	98.27126	0.1779221	130.3289	0.1038961	98.244	0.1818182	114.8944	0.4441558	117.9278	0.08701298	119.8197	0.04415584	125.9358	0.1181818	123.3701	0.04805195	124.8795	0.1857143	135.2379	0.05064935	103.5406	0.525974	104.0326	0.2311688
NEGATIVE	6650349	94.27415	0.4181818	94.4034	0.7272727	106.5849	0.7090909	131.3331	0.5350649	136.1896	0.09090909	122.4197	0.5883117	106.1504	0.4220779	126.7404	0.2558441	110.603	0.6207792	120.4333	0.374026	118.7563	0.6792208	93.26823	0.5532467	134.2885	0.5662338	148.9358	0.2415584	135.8361	0.4818182	124.0909	0.3987013	137.7139	0.3350649	127.4927	0.4844156	135.7526	0.4038961	127.3124	0.3415585	110.0129	0.8753247	126.0716	0.5532467	136.5534	0.3233766	111.0446	0.3467532	116.479	0.7454545	111.7948	0.6454545	102.55	0.6792208	123.9912	0.3194805	109.6029	0.651948	107.831	0.6064935	118.6267	0.2519481	116.0276	0.5181818	106.7275	0.5350649	123.7514	0.08051948	126.332	0.3038961	109.7319	0.6558442	83.80248	0.7168831	106.9285	0.7207792	92.07163	0.3883117	110.065	0.6051948	97.49238	0.6792208	101.7304	0.3896104	108.8735	0.5467532	99.72647	0.6090909	116.2689	0.4376623	108.127	0.6220779	99.96798	0.6545454	92.07679	0.6662338
NEGATIVE	6650403	100.6353	0.2064935	107.9121	0.2857143	116.8705	0.4376623	130.6464	0.5493507	126.724	0.2298701	133.7993	0.2883117	98.87527	0.6623377	108.5769	0.7194805	116.8853	0.4298701	117.4289	0.4597403	129.3636	0.4558442	104.6863	0.1779221	145.5518	0.2935065	140.3206	0.4428571	147.1674	0.2155844	114.8206	0.6506494	140.4146	0.2727273	126.1266	0.5194805	132.4302	0.4818182	150.8201	0.04285714	124.5358	0.5779221	134.5069	0.3324675	138.6304	0.2857143	114.2384	0.2493507	123.8939	0.5779221	126.4645	0.2506494	111.313	0.3974026	119.7952	0.448052	124.388	0.2246753	125.0555	0.1428571	117.8072	0.2727273	127.8346	0.1831169	114.276	0.2506494	111.6069	0.3298701	115.7147	0.5909091	133.9699	0.09220779	92.32224	0.3441558	126.7909	0.1597403	95.23024	0.2636364	118.6547	0.3246753	109.1865	0.2350649	113.6368	0.1116883	113.5491	0.4	92.0757	0.8636364	115.43	0.4662338	115.083	0.3636364	106.3397	0.412987	98.49444	0.4155844
NEGATIVE	6650494	99.57822	0.2311688	108.1969	0.2688312	131.9497	0.112987	147.0038	0.1844156	138.0586	0.07662338	135.7354	0.2415584	121.5427	0.09350649	120.5013	0.4051948	118.2636	0.3818182	120.6455	0.3675325	123.3093	0.6012987	90.36928	0.6532468	154.1517	0.1532468	134.2337	0.612987	136.7857	0.4571429	135.5321	0.1402597	151.4076	0.08701298	151.1198	0.04675325	132.8491	0.4701299	135.6634	0.1636364	157.3569	0.03896104	133.0763	0.3688312	122.6291	0.6597403	106.9662	0.4909091	135.0766	0.3	126.7665	0.238961	105.2403	0.5974026	113.7291	0.6298701	124.0174	0.2298701	115.0361	0.3987013	119.5532	0.2246753	137.3627	0.05974026	106.8687	0.5194805	104.5426	0.5727273	133.347	0.1467533	131.8609	0.1194805	103.1663	0.08181818	99.47275	0.8961039	101.4649	0.112987	130.8717	0.08441558	118.9445	0.07532468	106.8957	0.225974	119.558	0.2272727	113.1749	0.174026	126.0615	0.161039	117.6471	0.2922078	114.9785	0.151948	107.379	0.1558442
NEGATIVE	6650685	86.12291	0.7272727	96.70125	0.6688312	112.19	0.5688311	106.6502	0.9298701	111.7344	0.6090909	113.8594	0.7701299	98.42223	0.6779221	106.8568	0.7519481	106.2078	0.7298701	116.8391	0.4753247	107.9926	0.8597403	98.30695	0.3714286	127.3077	0.7207792	129.4753	0.7038961	116.8611	0.8584415	107.4423	0.8025974	119.3288	0.7636364	120.5413	0.6623377	120.681	0.7376623	110.3677	0.7701299	122.6764	0.6285715	120.3859	0.6805195	112.5718	0.8597403	97.36565	0.7948052	110.8112	0.8454546	116.1064	0.5376623	93.29921	0.8844156	109.7481	0.7220779	97.67902	0.8935065	109.8454	0.5688311	103.9183	0.6961039	102.063	0.8623376	101.5874	0.7012987	96.67213	0.7844156	104.7134	0.8428571	104.9396	0.7779221	83.40336	0.7272727	107.4244	0.7064935	77.97465	0.9207792	104.4791	0.7961039	94.3	0.8090909	94.55312	0.6857143	103.9471	0.6909091	105.2816	0.4103896	97.32104	0.9376624	98.54456	0.8688312	104.525	0.4805195	88.814	0.7675325
NEGATIVE	6660093	101.4473	0.1857143	106.3384	0.3428572	116.302	0.4597403	135.1444	0.438961	135.9889	0.0948052	137.8928	0.2077922	120.72	0.1038961	141.7605	0.06493507	131.5218	0.0987013	135.0303	0.1012987	140.6884	0.1961039	91.86574	0.5935065	132.7025	0.612987	154.7078	0.1454545	161.9978	0.05844156	137.2267	0.1155844	149.6129	0.1038961	142.4955	0.1272727	138.9365	0.3168831	151.8144	0.03636364	133.4984	0.3675325	135.7224	0.3	143.1095	0.1935065	122.0483	0.1	172.0645	0.005194805	124.5712	0.3077922	111.2705	0.3987013	127.6045	0.2324675	118.5476	0.3779221	120.4437	0.2220779	107.0158	0.6246753	128.0076	0.1766234	132.2388	0.01688312	113.336	0.274026	123.6035	0.3831169	113.3537	0.5649351	100.2715	0.1467533	134.2774	0.06493507	89.07581	0.5285714	124.0283	0.1961039	107.7786	0.2805195	98.67404	0.5298702	132.7587	0.05844156	109.3481	0.2545455	117.1708	0.4064935	120.0246	0.2220779	108.7411	0.3337662	100.9113	0.3194805
NEGATIVE	6660367	99.16064	0.2480519	107.4266	0.3064935	135.2679	0.07142857	142.8055	0.2506494	122.2367	0.325974	152.0995	0.05064935	122.5175	0.08831169	130.8862	0.1727273	133.2323	0.08441558	141.7245	0.04545455	161.7867	0.02727273	106.0667	0.1454545	143.7281	0.3246753	159.0941	0.1025974	133.4546	0.548052	139.2602	0.0961039	143.6526	0.1896104	136.9029	0.2311688	144.2775	0.2038961	121.4583	0.5155844	134.8931	0.3324675	139.6383	0.1987013	133.3108	0.4038961	117.2843	0.1779221	128.0561	0.4831169	125.3822	0.2753247	126.8609	0.07532468	135.1776	0.1077922	135.9464	0.05844156	128.6356	0.07142857	125.0825	0.1181818	127.9631	0.1779221	114.3052	0.2480519	126.9263	0.04935065	139.4228	0.06883117	123.7681	0.2688312	91.84839	0.3545454	120.2547	0.3272727	94.31132	0.2961039	128.0314	0.1168831	106.5847	0.3233766	113.2231	0.1155844	122.142	0.174026	112.9993	0.1792208	115.3658	0.4688312	122.391	0.1753247	110.7938	0.2649351	115.7616	0.04545455
NEGATIVE	6660608	85.34275	0.7506493	90.69805	0.8077922	98.11521	0.8753247	109.6108	0.8909091	89.90725	0.9792208	117.4713	0.7	89.24964	0.8753247	96.10928	0.925974	100.0819	0.8363636	93.91945	0.9402598	106.122	0.8831169	80.47147	0.8883117	130.8921	0.6545454	130.2962	0.6948052	109.7431	0.951948	106.8797	0.8103896	123.1706	0.6961039	109.4524	0.864935	103.5044	0.974026	101.767	0.9441559	111.1909	0.8532467	105.2145	0.925974	109.1081	0.9155844	86.65313	0.9701298	110.2437	0.8532467	107.81	0.7454545	98.45041	0.7779221	102.0339	0.8792208	104.5513	0.7545455	103.4215	0.7207792	89.38171	0.9753247	106.5289	0.7753247	92.84638	0.8818182	91.03982	0.9090909	102.919	0.8753247	111.3586	0.6272727	77.35034	0.9038961	98.29029	0.9181818	83.35194	0.761039	96.33203	0.9428571	91.97764	0.8701299	89.57492	0.851948	100.807	0.7896104	88.38557	0.9363636	103.8977	0.7987013	94.43446	0.9402598	92.44493	0.8909091	96.30965	0.5142857
NEGATIVE	6760114	92.35035	0.5064935	116.5989	0.1051948	134.3228	0.08051948	134.9182	0.4441558	118.8831	0.4064935	138.9445	0.1831169	107.1506	0.3987013	121.2689	0.3792208	112.0041	0.5727273	121.4241	0.3454545	130.3093	0.4285714	115.4999	0.02337662	184.0075	0.009090909	130.5803	0.6909091	139.7711	0.387013	119.097	0.5467532	133.3835	0.4597403	129.3942	0.4298701	143.4901	0.2155844	123.1886	0.4623377	127.4448	0.5181818	121.7765	0.6584415	152.9165	0.07272727	103.7657	0.6090909	112.7517	0.8220779	108.8436	0.7233766	120.6679	0.1636364	121.2252	0.3948052	136.4715	0.05194805	124.2944	0.1545455	112.1523	0.4545455	114.5404	0.5649351	99.22531	0.7493507	112.1503	0.3116883	116.707	0.561039	114.2923	0.5402597	85.02792	0.6558442	138.5418	0.03506494	97.01196	0.2233766	109.1189	0.648052	100.3548	0.5636364	95.99057	0.6207792	119.4271	0.2298701	106.456	0.3584416	115.3238	0.4701299	114.4649	0.3883117	111.9606	0.2350649	108.2351	0.1350649
NEGATIVE	6760139	99.4538	0.2350649	107.7399	0.2935065	112.2594	0.5662338	140.3164	0.3012987	115.0528	0.5142857	139.1953	0.1779221	114.2595	0.2155844	107.8846	0.7337663	123.6619	0.2272727	141.0839	0.05584415	130.2862	0.4298701	106.9686	0.1324675	150.169	0.2116883	153.1911	0.1636364	154.6331	0.1025974	142.2349	0.06103896	127.0096	0.6207792	121.8981	0.6220779	125.0044	0.6467533	134.2894	0.187013	133.3179	0.3714286	134.9053	0.3207792	143.8061	0.1818182	96.55301	0.8194805	129.0427	0.4506494	115.3271	0.5584416	111.3601	0.3948052	129.2995	0.1909091	123.0588	0.2584416	110.2409	0.5519481	111.252	0.4883117	107.2782	0.761039	100.0154	0.7350649	105.7572	0.5298702	117.8679	0.5337662	111.2828	0.6285715	99.37954	0.1623377	126.7092	0.1636364	89.19751	0.5181818	115.603	0.4181818	115.0122	0.1246753	100.2837	0.4675325	107.4453	0.5961039	96.80489	0.7064935	110.471	0.6233766	114.933	0.3675325	98.03867	0.7363636	102.4706	0.2727273
NEGATIVE	6760228	86.32072	0.7181818	99.70679	0.5545455	108.7965	0.6610389	129.6054	0.574026	105.6647	0.7324675	119.1687	0.6610389	92.80772	0.8168831	108.0673	0.7311688	100.3499	0.8285714	99.87884	0.8571429	119.5069	0.6688312	96.01848	0.4558442	136.2302	0.512987	138.6152	0.4922078	128.9076	0.6597403	106.5713	0.8168831	117.4149	0.7909091	112.336	0.8272727	122.3663	0.6948052	125.4628	0.4	121.7378	0.651948	128.9664	0.4857143	122.2629	0.6701299	106.8014	0.5012987	126.7472	0.5233766	103.2826	0.8389611	91.35715	0.925974	93.9936	0.9844156	98.87029	0.8688312	104.5451	0.7025974	97.19418	0.8415585	107.6114	0.7480519	95.60805	0.8311688	111.0345	0.3532467	119.9383	0.4688312	110.2007	0.6467533	90.10438	0.4363636	111.506	0.5662338	80.44955	0.864935	111.2158	0.5675325	102.5782	0.474026	98.24695	0.5454546	100.4455	0.7974026	105.317	0.4077922	105.769	0.7623377	103.259	0.7597402	98.61391	0.7155844	89.21932	0.7558442
NEGATIVE	6760435	91.16797	0.5558441	83.95277	0.9363636	89.25121	0.9857143	121.5718	0.7454545	101.3528	0.8168831	110.1968	0.8298701	83.80322	0.9558442	106.8802	0.7506493	96.47254	0.887013	86.97809	0.987013	101.0627	0.9454545	81.59068	0.874026	129.2825	0.6805195	104.9194	0.9922078	117.7244	0.8467532	100.1143	0.9415584	108.0075	0.9285714	108.073	0.8844156	111.7877	0.8935065	109.2807	0.8077922	114.0488	0.8051948	110.3088	0.8688312	123.1272	0.648052	94.1585	0.8714285	111.3237	0.8415585	102.9628	0.8441558	98.49432	0.7714286	97.08637	0.9506493	101.5423	0.8142857	96.26266	0.8883117	90.28417	0.9675325	101.6519	0.8675325	88.81817	0.951948	102.9482	0.6181818	120.7385	0.4454545	106.549	0.7441558	88.89178	0.4922078	105.5423	0.7558442	89.03117	0.5298702	99.26298	0.8896104	90.87674	0.8883117	95.60815	0.6428571	95.21308	0.9181818	90.05307	0.9025974	104.9034	0.7779221	97.57521	0.8883117	89.86723	0.9441559	85.08398	0.8779221
NEGATIVE	6770050	91.62222	0.5298702	102.2062	0.4727273	117.1336	0.4311688	119.5966	0.7779221	114.4455	0.5298702	133.869	0.287013	106.8624	0.4077922	114.7104	0.5532467	123.3833	0.238961	125.3785	0.2454545	120.4817	0.6506494	84.34669	0.8038961	128.6904	0.6909091	147.6667	0.261039	128.3177	0.6701299	105.0468	0.8441558	130.6988	0.525974	126.3234	0.5116883	118.0818	0.7896104	123.9983	0.4454545	120.4543	0.6831169	116.1504	0.7753247	136.7329	0.3168831	99.5325	0.7376623	125.3555	0.5441558	117.7945	0.4961039	129.3583	0.04935065	128.7332	0.2051948	114.924	0.4805195	118.0915	0.3	116.3369	0.312987	102.1779	0.8597403	108.6269	0.474026	104.5746	0.5714286	128.7006	0.2402597	105.6175	0.7636364	89.65085	0.4558442	106.4906	0.7350649	92.04637	0.3961039	111.4725	0.5597402	110.1653	0.2168831	105.4022	0.2701299	120.6694	0.2103896	106.9156	0.3402597	105.7878	0.761039	100.391	0.8246753	112.7743	0.2142857	101.656	0.2961039
NEGATIVE	6770292	100.2447	0.2142857	131.7271	0.01688312	129.0141	0.1649351	155.4661	0.08051948	146.3108	0.03766234	138.3846	0.1974026	113.2655	0.2428571	128.6985	0.2194805	137.717	0.04935065	152.5484	0.01428571	163.6526	0.01818182	103.779	0.1974026	162.4238	0.07012987	139.0879	0.4779221	154.2656	0.1090909	135.9885	0.1298701	143.447	0.1935065	132.8035	0.3493507	157.5824	0.05064935	138.2804	0.1298701	146.1845	0.1285714	135.9753	0.2896104	155.0359	0.06233766	110.8559	0.3584416	146.6515	0.1064935	107.7802	0.7467533	127.2133	0.07142857	127.2534	0.2428571	133.9801	0.07272727	132.2897	0.04545455	115.4973	0.3376623	129.4647	0.1428571	119.8442	0.1337662	113.3427	0.2727273	131.1069	0.1948052	148.8514	0.01688312	92.92512	0.3142857	110.1582	0.6207792	96.825	0.2324675	103.8347	0.8077922	116.1914	0.1077922	105.2793	0.2792208	110.7775	0.4766234	116.8975	0.1142857	126.8438	0.1506494	127.3823	0.1051948	116.9358	0.1116883	102.8916	0.261039
NEGATIVE	6770598	98.79752	0.261039	108.0333	0.2779221	116.4767	0.4493507	161.6247	0.05064935	119.5884	0.3896104	135.0924	0.2532468	101.8702	0.5714286	113.3011	0.5974026	116.9558	0.4272727	120.1196	0.3844156	127.4145	0.5116883	90.41579	0.6506494	152.3313	0.1779221	124.1243	0.7792208	131.3046	0.6	123.2769	0.4298701	132.7915	0.4753247	115.7385	0.7649351	141.6418	0.2597403	111.8115	0.7363636	137.143	0.2753247	132.5577	0.3818182	111.4358	0.8792208	102.1353	0.6610389	161.0082	0.02337662	122.5524	0.3701299	111.0619	0.4077922	116.8904	0.5311688	127.374	0.1545455	125.6005	0.125974	113.9845	0.3857143	106.432	0.7792208	134.6953	0.01298701	110.7573	0.3675325	105.1042	0.8376623	118.1784	0.4207792	90.79165	0.4038961	116.1273	0.4454545	92.60326	0.3649351	110.0151	0.6077922	109.9343	0.2194805	98.43056	0.5402597	104.6553	0.6727273	119.4946	0.07792208	120.1177	0.3051948	119.9845	0.2246753	110.0448	0.2857143	92.80418	0.6454545
NEGATIVE	6770671	82.38665	0.8207792	100.93	0.5142857	102.2479	0.8090909	122.9948	0.7142857	115.5961	0.4948052	107.8635	0.8688312	83.31794	0.9597403	107.2747	0.7441558	96.22581	0.8896104	84.5071	0.9935065	96.12049	0.9792208	78.08775	0.938961	112.4756	0.9402598	122.47	0.8077922	123.6449	0.761039	104.5997	0.851948	112.4327	0.8584415	108.5284	0.8805195	115.8677	0.8415585	99.27289	0.9649351	115.4827	0.7818182	110.0248	0.8727273	110.3083	0.8961039	93.14584	0.8909091	110.6574	0.8506494	111.0502	0.6714286	87.81681	0.9688312	108.083	0.7649351	96.1027	0.9181818	100.2815	0.8090909	91.74838	0.9454545	101.2908	0.874026	95.17332	0.8376623	91.7904	0.8974026	109.039	0.7584416	93.24306	0.9623377	76.80773	0.9220779	92.15958	0.9831169	77.59126	0.9337662	101.7099	0.848052	88.06419	0.9350649	92.7803	0.7597402	100.9449	0.7844156	95.15951	0.7714286	97.43461	0.9363636	97.7562	0.8857143	98.20602	0.7298701	93.33846	0.6272727
NEGATIVE	6840102	86.5082	0.712987	97.80047	0.638961	119.2142	0.3766234	138.8347	0.3350649	114.939	0.5155844	127.0791	0.451948	104.85	0.4623377	124.2504	0.3103896	117.8104	0.4051948	132.6569	0.1181818	127.4971	0.5077922	111.4648	0.05974026	143.0242	0.3402597	140.2447	0.4454545	138.7114	0.4090909	125.8114	0.3597403	134.0618	0.4363636	133.9823	0.3051948	146.6267	0.1584416	128.4572	0.3168831	142.1687	0.1727273	126.9417	0.5311688	128.5995	0.5272727	103.0767	0.6272727	137.2902	0.2493507	135.0854	0.08831169	100.9232	0.7155844	120.9062	0.4077922	118.0865	0.3883117	127.8523	0.08701298	108.5374	0.5727273	126.3273	0.2181818	114.1431	0.261039	103.346	0.6012987	118.607	0.512987	124.7122	0.2415584	101.3708	0.1155844	114.5038	0.4779221	90.22144	0.4779221	118.133	0.3402597	101.1458	0.5337662	104.4235	0.3116883	140.0881	0.02597403	106.0151	0.374026	117.7981	0.3857143	103.5778	0.7545455	113.5082	0.1935065	95.49313	0.5649351
NEGATIVE	6840193	92.98411	0.4779221	107.7423	0.2922078	126.4102	0.2	144.1138	0.2233766	116.1368	0.4792208	139.0713	0.1805195	122.7041	0.08571429	123.4975	0.3350649	113.8702	0.5090909	132.5129	0.1207792	131.8627	0.3753247	90.98345	0.6285715	155.3962	0.1311688	157.1988	0.1181818	136.6233	0.4597403	122.6132	0.4558442	147.7631	0.1272727	132.9046	0.3441558	138.3785	0.3350649	117.6863	0.6246753	139.655	0.225974	126.9642	0.5298702	129.0214	0.5116883	105.23	0.5675325	143.6572	0.1454545	129.7307	0.1701299	126.5329	0.08181818	114.2462	0.6142857	112.4942	0.561039	107.1528	0.6324675	112.7627	0.4298701	117.7721	0.4610389	116.3222	0.2064935	98.69596	0.7441558	115.1115	0.612987	117.4568	0.4493507	96.56563	0.225974	121.1786	0.2974026	97.50791	0.2051948	111.5007	0.5584416	95.13271	0.7766234	97.6894	0.5662338	114.4093	0.3662338	99.99867	0.5948052	123.1734	0.2402597	113.7893	0.4103896	103.9356	0.5090909	96.4871	0.5051948
NEGATIVE	6860255	84.76238	0.761039	104.6087	0.387013	118.8781	0.3883117	145.7838	0.1909091	117.0746	0.4532467	113.707	0.7727273	93.69445	0.7987013	106.6699	0.7597402	118.9552	0.3623376	102.061	0.8142857	126.8598	0.5168831	103.8339	0.1948052	139.8768	0.4220779	128.7546	0.712987	122.313	0.7805195	113.4788	0.687013	119.5208	0.7584416	125.1338	0.5506493	124.617	0.6545454	105.9685	0.8779221	136.2431	0.2948052	153.3431	0.04805195	121.8696	0.6818182	99.54489	0.7363636	136.2727	0.274026	104.9817	0.8077922	104.0233	0.6298701	103.9884	0.851948	123.6988	0.238961	101.5326	0.7688312	110.3055	0.5220779	114.6214	0.5623376	115.9819	0.212987	94.54102	0.8389611	112.9383	0.6701299	111.5577	0.6168831	85.41151	0.6363636	106.3993	0.7376623	84.65643	0.7142857	113.6867	0.4935065	104.1897	0.4012987	88.86184	0.8779221	109.9676	0.5025974	115.1781	0.1324675	103.7433	0.8025974	101.1779	0.8064935	112.2575	0.2298701	97.38663	0.4584416
NEGATIVE	6860332	90.72051	0.5753247	98.42744	0.6116883	118.4608	0.3948052	127.2153	0.6285715	125.2259	0.2545455	108.0508	0.864935	102.1767	0.5597402	97.8057	0.9	108.9577	0.6675324	117.2164	0.4636364	117.6751	0.7025974	92.70425	0.5753247	152.2077	0.1805195	121.8227	0.8194805	119.0537	0.8298701	119.6477	0.5311688	111.2943	0.8805195	123.4951	0.5896104	117.9077	0.7948052	127.0037	0.3506494	128.2607	0.4987013	121.2238	0.6675324	151.0376	0.08831169	97.21753	0.8012987	126.9139	0.5194805	116.1676	0.5363637	109.0741	0.4896104	125.463	0.2844156	109.9161	0.6454545	107.3963	0.6155844	99.72747	0.7974026	114.5274	0.5662338	101.927	0.6922078	107.1458	0.4857143	132.9432	0.1545455	115.9767	0.4961039	88.98465	0.4883117	122.1503	0.2714286	97.52959	0.2038961	120.8466	0.2623377	94.30749	0.8077922	101.2415	0.412987	108.3996	0.5662338	102.6317	0.5038961	126.8186	0.1532468	129.6599	0.08181818	114.0332	0.1766234	107.5857	0.1493506
NEGATIVE	6860364	97.9471	0.2805195	116.8683	0.1	107.0159	0.6974026	135.5094	0.4272727	115.1512	0.5103896	123.8604	0.5454546	85.50648	0.9363636	105.3942	0.7935065	113.7261	0.5168831	111.6483	0.6090909	119.6699	0.6662338	94.56158	0.5116883	132.4282	0.6220779	140.639	0.4363636	131.5458	0.5974026	135.0387	0.1480519	110.0517	0.9	120.3188	0.6688312	143.4733	0.2168831	127.3256	0.3402597	132.7265	0.3909091	126.0514	0.5558441	136.7788	0.3155844	102.1658	0.6597403	134.4592	0.312987	124.3587	0.3155844	108.3451	0.5090909	116.6313	0.5402597	123.9049	0.2324675	118.7995	0.2753247	96.57791	0.8623376	105.0054	0.8168831	95.21186	0.8363636	116.9226	0.1896104	119.2813	0.487013	109.1036	0.6831169	95.65298	0.2441558	108.8904	0.6636364	84.46574	0.7181818	108.1517	0.6831169	104.3744	0.3948052	92.84723	0.7545455	104.5028	0.6779221	96.22916	0.7285714	117.19	0.4051948	99.08627	0.851948	98.08509	0.7350649	104.9433	0.2155844
